term_id	term_label	exclusion_reason	exclude_children
OMIM:104702	AMYLASE, SALIVARY, C; AMY1C	MONDO:excludeNonDisease	TRUE
OMIM:104750	SERUM AMYLOID A1; SAA1	MONDO:excludeNonDisease	TRUE
OMIM:104751	SERUM AMYLOID A2; SAA2	MONDO:excludeNonDisease	TRUE
OMIM:104752	SERUM AMYLOID A4; SAA4	MONDO:excludeNonDisease	TRUE
OMIM:104760	AMYLOID BETA A4 PRECURSOR PROTEIN; APP	MONDO:excludeNonDisease	TRUE
OMIM:104770	AMYLOID P COMPONENT, SERUM; APCS	MONDO:excludeNonDisease	TRUE
OMIM:104775	AMYLOID BETA A4 PRECURSOR-LIKE PROTEIN 1; APLP1	MONDO:excludeNonDisease	TRUE
OMIM:104776	AMYLOID BETA A4 PRECURSOR-LIKE PROTEIN 2; APLP2	MONDO:excludeNonDisease	TRUE
OMIM:105590	ANAPLASTIC LYMPHOMA KINASE; ALK	MONDO:excludeNonDisease	TRUE
OMIM:105850	ANGIOGENIN; ANG	MONDO:excludeNonDisease	TRUE
OMIM:106165	ANGIOTENSIN II RECEPTOR, TYPE 1; AGTR1	MONDO:excludeNonDisease	TRUE
OMIM:106195	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 3; SLC4A3	MONDO:excludeNonDisease	TRUE
OMIM:106410	ANKYRIN 2; ANK2	MONDO:excludeNonDisease	TRUE
OMIM:106490	ANNEXIN A3; ANXA3	MONDO:excludeNonDisease	TRUE
OMIM:106491	ANNEXIN A4; ANXA4	MONDO:excludeNonDisease	TRUE
OMIM:107265	CD19 ANTIGEN; CD19	MONDO:excludeNonDisease	TRUE
OMIM:107266	CD22 ANTIGEN; CD22	MONDO:excludeNonDisease	TRUE
OMIM:107269	CD44 ANTIGEN; CD44	MONDO:excludeNonDisease	TRUE
OMIM:107270	CD38 ANTIGEN; CD38	MONDO:excludeNonDisease	TRUE
OMIM:107271	CD59 ANTIGEN; CD59	MONDO:excludeNonDisease	TRUE
OMIM:107272	CD72 ANTIGEN; CD72	MONDO:excludeNonDisease	TRUE
OMIM:107273	CD69 ANTIGEN; CD69	MONDO:excludeNonDisease	TRUE
OMIM:107280	SERPIN PEPTIDASE INHIBITOR, CLADE A, MEMBER 3; SERPINA3	MONDO:excludeNonDisease	TRUE
OMIM:107285	SECRETORY LEUKOCYTE PROTEASE INHIBITOR; SLPI	MONDO:excludeNonDisease	TRUE
OMIM:107300	SERPIN PEPTIDASE INHIBITOR, CLADE C (ANTITHROMBIN), MEMBER 1; SERPINC1	MONDO:excludeNonDisease	TRUE
OMIM:107310	SOLUTE CARRIER FAMILY 9, MEMBER 1; SLC9A1	MONDO:excludeNonDisease	TRUE
OMIM:107323	ALDEHYDE DEHYDROGENASE 7 FAMILY, MEMBER A1; ALDH7A1	MONDO:excludeNonDisease	TRUE
OMIM:107325	POLYMERASE I, RNA, SUBUNIT G; POLR1G	MONDO:excludeNonDisease	TRUE
OMIM:107400	SERPIN PEPTIDASE INHIBITOR, CLADE A, MEMBER 1; SERPINA1	MONDO:excludeNonDisease	TRUE
OMIM:107450	INTERFERON-ALPHA, -BETA, AND -OMEGA RECEPTOR 1; IFNAR1	MONDO:excludeNonDisease	TRUE
OMIM:107470	INTERFERON-GAMMA RECEPTOR 1; IFNGR1	MONDO:excludeNonDisease	TRUE
OMIM:107580	TRANSCRIPTION FACTOR AP2-ALPHA; TFAP2A	MONDO:excludeNonDisease	TRUE
OMIM:107680	APOLIPOPROTEIN A-I; APOA1	MONDO:excludeNonDisease	TRUE
OMIM:107690	APOLIPOPROTEIN A-IV; APOA4	MONDO:excludeNonDisease	TRUE
OMIM:107710	APOLIPOPROTEIN C-I; APOC1	MONDO:excludeNonDisease	TRUE
OMIM:107720	APOLIPOPROTEIN C-III; APOC3	MONDO:excludeNonDisease	TRUE
OMIM:107730	APOLIPOPROTEIN B; APOB	MONDO:excludeNonDisease	TRUE
OMIM:107740	APOLIPOPROTEIN D; APOD	MONDO:excludeNonDisease	TRUE
OMIM:107741	APOLIPOPROTEIN E; APOE	MONDO:excludeNonDisease	TRUE
OMIM:107748	APEX NUCLEASE 1; APEX1	MONDO:excludeNonDisease	TRUE
OMIM:107760	APOLIPOPROTEIN F; APOF	MONDO:excludeNonDisease	TRUE
OMIM:107770	LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 1; LRP1	MONDO:excludeNonDisease	TRUE
OMIM:107773	NUCLEAR RECEPTOR SUBFAMILY 2, GROUP F, MEMBER 2; NR2F2	MONDO:excludeNonDisease	TRUE
OMIM:107776	AQUAPORIN 1; AQP1	MONDO:excludeNonDisease	TRUE
OMIM:107777	AQUAPORIN 2; AQP2	MONDO:excludeNonDisease	TRUE
OMIM:107820	ARGINYL-tRNA SYNTHETASE 1; RARS1	MONDO:excludeNonDisease	TRUE
OMIM:107830	ARGINASE 2; ARG2	MONDO:excludeNonDisease	TRUE
OMIM:107910	CYTOCHROME P450, FAMILY 19, SUBFAMILY A, POLYPEPTIDE 1; CYP19A1	MONDO:excludeNonDisease	TRUE
OMIM:107930	DOPA DECARBOXYLASE; DDC	MONDO:excludeNonDisease	TRUE
OMIM:107940	ARRESTIN, BETA, 1; ARRB1	MONDO:excludeNonDisease	TRUE
OMIM:107941	ARRESTIN, BETA, 2; ARRB2	MONDO:excludeNonDisease	TRUE
OMIM:108330	CYTOCHROME P450, SUBFAMILY I, POLYPEPTIDE 1; CYP1A1	MONDO:excludeNonDisease	TRUE
OMIM:108345	N-ACETYLTRANSFERASE 1; NAT1	MONDO:excludeNonDisease	TRUE
OMIM:108355	GROWTH FACTOR RECEPTOR-BOUND PROTEIN 2; GRB2	MONDO:excludeNonDisease	TRUE
OMIM:108360	ASIALOGLYCOPROTEIN RECEPTOR 1; ASGR1	MONDO:excludeNonDisease	TRUE
OMIM:108361	ASIALOGLYCOPROTEIN RECEPTOR 2; ASGR2	MONDO:excludeNonDisease	TRUE
OMIM:108370	ASPARAGINE SYNTHETASE; ASNS	MONDO:excludeNonDisease	TRUE
OMIM:108410	ASPARAGINYL-tRNA SYNTHETASE 1; NARS1	MONDO:excludeNonDisease	TRUE
OMIM:108728	ATP CITRATE LYASE; ACLY	MONDO:excludeNonDisease	TRUE
OMIM:108729	ATP SYNTHASE F1, SUBUNIT GAMMA; ATP5F1C	MONDO:excludeNonDisease	TRUE
OMIM:108730	ATPase, Ca(2+)-TRANSPORTING, FAST-TWITCH 1; ATP2A1	MONDO:excludeNonDisease	TRUE
OMIM:108731	ATPase, Ca(2+)-TRANSPORTING, PLASMA MEMBRANE, 1; ATP2B1	MONDO:excludeNonDisease	TRUE
OMIM:108732	ATPase, Ca(2+)-TRANSPORTING, PLASMA MEMBRANE, 4; ATP2B4	MONDO:excludeNonDisease	TRUE
OMIM:108733	ATPase, Ca(2+)-TRANSPORTING, PLASMA MEMBRANE, 2; ATP2B2	MONDO:excludeNonDisease	TRUE
OMIM:108740	ATPase, Ca(2+)-TRANSPORTING, SLOW-TWITCH; ATP2A2	MONDO:excludeNonDisease	TRUE
OMIM:108745	ATPase, H+ TRANSPORTING, LYSOSOMAL, 16-KD, V0 SUBUNIT C; ATP6V0C	MONDO:excludeNonDisease	TRUE
OMIM:108746	ATPase, H+ TRANSPORTING, LYSOSOMAL, 31-KD, V1 SUBUNIT E, ISOFORM 1; ATP6V1E1	MONDO:excludeNonDisease	TRUE
OMIM:108780	NATRIURETIC PEPTIDE PRECURSOR A; NPPA	MONDO:excludeNonDisease	TRUE
OMIM:108960	NATRIURETIC PEPTIDE RECEPTOR A/GUANYLATE CYCLASE A; NPR1	MONDO:excludeNonDisease	TRUE
OMIM:108961	NATRIURETIC PEPTIDE RECEPTOR 2; NPR2	MONDO:excludeNonDisease	TRUE
OMIM:108962	NATRIURETIC PEPTIDE RECEPTOR C; NPR3	MONDO:excludeNonDisease	TRUE
OMIM:109090	SMALL RNA-BINDING EXONUCLEASE PROTECTION FACTOR La; SSB	MONDO:excludeNonDisease	TRUE
OMIM:109091	CALRETICULIN; CALR	MONDO:excludeNonDisease	TRUE
OMIM:109092	TRIPARTITE MOTIF-CONTAINING PROTEIN 21; TRIM21	MONDO:excludeNonDisease	TRUE
OMIM:109135	AXL RECEPTOR TYROSINE KINASE; AXL	MONDO:excludeNonDisease	TRUE
OMIM:109170	LEUKOCYTE-SPECIFIC TRANSCRIPT 1; LST1	MONDO:excludeNonDisease	TRUE
OMIM:109190	SOLUTE CARRIER FAMILY 1 (NEUTRAL AMINO ACID TRANSPORTER), MEMBER 5; SLC1A5	MONDO:excludeNonDisease	TRUE
OMIM:109195	BACTERICIDAL PERMEABILITY-INCREASING PROTEIN; BPI	MONDO:excludeNonDisease	TRUE
OMIM:109280	SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 2; SLC4A2	MONDO:excludeNonDisease	TRUE
OMIM:109480	BASIGIN; BSG	MONDO:excludeNonDisease	TRUE
OMIM:109530	CD48 ANTIGEN; CD48	MONDO:excludeNonDisease	TRUE
OMIM:109535	CD40 ANTIGEN; CD40	MONDO:excludeNonDisease	TRUE
OMIM:109545	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 17; TNFRSF17	MONDO:excludeNonDisease	TRUE
OMIM:109560	B-CELL LEUKEMIA/LYMPHOMA 3; BCL3	MONDO:excludeNonDisease	TRUE
OMIM:109565	BCL6 TRANSCRIPTION REPRESSOR; BCL6	MONDO:excludeNonDisease	TRUE
OMIM:109580	B-CELL ANTIPROLIFERATION FACTOR 1; BTG1	MONDO:excludeNonDisease	TRUE
OMIM:109610	TRANSLOCATOR PROTEIN, 18-KD; TSPO	MONDO:excludeNonDisease	TRUE
OMIM:109635	G PROTEIN-COUPLED RECEPTOR KINASE 2; GRK2	MONDO:excludeNonDisease	TRUE
OMIM:109636	BETA-ADRENERGIC RECEPTOR KINASE 2; ADRBK2	MONDO:excludeNonDisease	TRUE
OMIM:109675	ST6 BETA-GALACTOSAMIDE ALPHA-2,6-SIALYLTRANSFERASE 1; ST6GAL1	MONDO:excludeNonDisease	TRUE
OMIM:109684	17-BETA-HYDROXYSTEROID DEHYDROGENASE I; HSD17B1	MONDO:excludeNonDisease	TRUE
OMIM:109685	17-BETA-HYDROXYSTEROID DEHYDROGENASE II; HSD17B2	MONDO:excludeNonDisease	TRUE
OMIM:109691	BETA-3-ADRENERGIC RECEPTOR; ADRB3	MONDO:excludeNonDisease	TRUE
OMIM:109700	BETA-2-MICROGLOBULIN; B2M	MONDO:excludeNonDisease	TRUE
OMIM:109710	BETA-2-MICROGLOBULIN REGULATOR; B2MR	MONDO:excludeNonDisease	TRUE
OMIM:109715	3-BETA-HYDROXYSTEROID DEHYDROGENASE 1; HSD3B1	MONDO:excludeNonDisease	TRUE
OMIM:109750	BILIVERDIN REDUCTASE A; BLVRA	MONDO:excludeNonDisease	TRUE
OMIM:109760	5-HYDROXYTRYPTAMINE RECEPTOR 1A; HTR1A	MONDO:excludeNonDisease	TRUE
OMIM:109770	CEA CELL ADHESION MOLECULE 1; CEACAM1	MONDO:excludeNonDisease	TRUE
OMIM:110300	ABO GLYCOSYLTRANSFERASE; ABO	MONDO:excludeNonDisease	TRUE
OMIM:110600	ADP-RIBOSYLTRANSFERASE 4; ART4	MONDO:excludeNonDisease	TRUE
OMIM:110750	GLYCOPHORIN C; GYPC	MONDO:excludeNonDisease	TRUE
OMIM:111100	FUCOSYLTRANSFERASE 3; FUT3	MONDO:excludeNonDisease	TRUE
OMIM:111680	RHESUS BLOOD GROUP, D ANTIGEN; RHD	MONDO:excludeNonDisease	TRUE
OMIM:111700	RHESUS BLOOD GROUP, CcEe ANTIGENS; RHCE	MONDO:excludeNonDisease	TRUE
OMIM:111730	BETA-1,4-N-ACETYL-GALACTOSAMINYLTRANSFERASE 2; B4GALNT2	MONDO:excludeNonDisease	TRUE
OMIM:112203	CD80 ANTIGEN; CD80	MONDO:excludeNonDisease	TRUE
OMIM:112205	CD79A ANTIGEN; CD79A	MONDO:excludeNonDisease	TRUE
OMIM:112210	MEMBRANE-SPANNING 4 DOMAINS, SUBFAMILY A, MEMBER 1; MS4A1	MONDO:excludeNonDisease	TRUE
OMIM:112260	GAMMA-CARBOXYGLUTAMIC ACID PROTEIN, BONE; BGLAP	MONDO:excludeNonDisease	TRUE
OMIM:112261	BONE MORPHOGENETIC PROTEIN 2; BMP2	MONDO:excludeNonDisease	TRUE
OMIM:112262	BONE MORPHOGENETIC PROTEIN 4; BMP4	MONDO:excludeNonDisease	TRUE
OMIM:112263	BONE MORPHOGENETIC PROTEIN 3; BMP3	MONDO:excludeNonDisease	TRUE
OMIM:112264	BONE MORPHOGENETIC PROTEIN 1; BMP1	MONDO:excludeNonDisease	TRUE
OMIM:112265	BONE MORPHOGENETIC PROTEIN 5; BMP5	MONDO:excludeNonDisease	TRUE
OMIM:112266	BONE MORPHOGENETIC PROTEIN 6; BMP6	MONDO:excludeNonDisease	TRUE
OMIM:112267	BONE MORPHOGENETIC PROTEIN 7; BMP7	MONDO:excludeNonDisease	TRUE
OMIM:113503	BRADYKININ RECEPTOR B2; BDKRB2	MONDO:excludeNonDisease	TRUE
OMIM:113505	BRAIN-DERIVED NEUROTROPHIC FACTOR; BDNF	MONDO:excludeNonDisease	TRUE
OMIM:113508	TYROSINE 3-MONOOXYGENASE/TRYPTOPHAN 5-MONOOXYGENASE ACTIVATION PROTEIN, ETA ISOFORM; YWHAH	MONDO:excludeNonDisease	TRUE
OMIM:113510	BRAIN-SPECIFIC PROTEIN Pc-1	MONDO:excludeNonDisease	TRUE
OMIM:113520	BRANCHED-CHAIN AMINOTRANSFERASE 1; BCAT1	MONDO:excludeNonDisease	TRUE
OMIM:113530	BRANCHED-CHAIN AMINOTRANSFERASE 2; BCAT2	MONDO:excludeNonDisease	TRUE
OMIM:113703	RIBOSOMAL PROTEIN L13; RPL13	MONDO:excludeNonDisease	TRUE
OMIM:113705	BRCA1 DNA REPAIR-ASSOCIATED PROTEIN; BRCA1	MONDO:excludeNonDisease	TRUE
OMIM:113710	TREFOIL FACTOR 1; TFF1	MONDO:excludeNonDisease	TRUE
OMIM:113725	POU DOMAIN, CLASS 4, TRANSCRIPTION FACTOR 2; POU4F2	MONDO:excludeNonDisease	TRUE
OMIM:113730	UNCOUPLING PROTEIN 1; UCP1	MONDO:excludeNonDisease	TRUE
OMIM:113810	DYSTONIN; DST	MONDO:excludeNonDisease	TRUE
OMIM:113811	COLLAGEN, TYPE XVII, ALPHA-1; COL17A1	MONDO:excludeNonDisease	TRUE
OMIM:113995	COMPLEMENT COMPONENT 5a RECEPTOR 1; C5AR1	MONDO:excludeNonDisease	TRUE
OMIM:114010	CARBAMOYL PHOSPHATE SYNTHETASE/ASPARTATE TRANSCARBAMYLASE/DIHYDROOROTASE; CAD	MONDO:excludeNonDisease	TRUE
OMIM:114019	CADHERIN 15; CDH15	MONDO:excludeNonDisease	TRUE
OMIM:114020	CADHERIN 2; CDH2	MONDO:excludeNonDisease	TRUE
OMIM:114021	CADHERIN 3; CDH3	MONDO:excludeNonDisease	TRUE
OMIM:114025	CATENIN, ALPHA-2; CTNNA2	MONDO:excludeNonDisease	TRUE
OMIM:114050	CALBINDIN 1; CALB1	MONDO:excludeNonDisease	TRUE
OMIM:114051	CALBINDIN 2; CALB2	MONDO:excludeNonDisease	TRUE
OMIM:114070	ANNEXIN A6; ANXA6	MONDO:excludeNonDisease	TRUE
OMIM:114078	CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II-ALPHA; CAMK2A	MONDO:excludeNonDisease	TRUE
